ENSG00000148288 GBGT1 gene_1
ENSG00000211827 TRDJ2 gene_14014
ENSG00000213574 LDHAP5 gene_14015
ENSG00000223078 RNU2-55P gene_14016
ENSG00000146872 TLK2 gene_14017
ENSG00000198658 ABHD17AP1 gene_14018
ENSG00000139370 SLC15A4 gene_14019
ENSG00000182645 CCDC172 gene_14020
ENSG00000131236 CAP1 gene_14021
ENSG00000212625 RNA5SP397 gene_14022
ENSG00000109861 CTSC gene_14023
ENSG00000197558 SSPO gene_14024
ENSG00000121058 COIL gene_14025
ENSG00000184303 DRD5P1 gene_14026
ENSG00000164393 ADGRF2 gene_14027
ENSG00000198522 GPN1 gene_14028
ENSG00000197915 HRNR gene_14029
ENSG00000123360 PDE1B gene_14030
ENSG00000280409 LINC01101 gene_14031
ENSG00000133872 SARAF gene_14032
ENSG00000212588 SNORA26 gene_14033
ENSG00000036257 CUL3 gene_14034
ENSG00000254490 OR5M7P gene_14035
ENSG00000197362 ZNF786 gene_14036
ENSG00000114204 SERPINI2 gene_14037
ENSG00000166432 ZMAT1 gene_14038
ENSG00000152954 NRSN1 gene_14039
ENSG00000130783 CCDC62 gene_14040
ENSG00000277957 SENP3-EIF4A1 gene_14041
ENSG00000168246 UBTD2 gene_14042
ENSG00000171262 FAM98B gene_14043
ENSG00000243398 RN7SL141P gene_14044
ENSG00000180875 GREM2 gene_14045
ENSG00000132677 RHBG gene_14046
ENSG00000089220 PEBP1 gene_14047
ENSG00000201821 RNU4-9P gene_14048
ENSG00000163694 RBM47 gene_14049
ENSG00000067646 ZFY gene_14050
ENSG00000227905 MED6P1 gene_14051
ENSG00000180251 SLC9A4 gene_14052
ENSG00000203721 LINC00862 gene_14053
ENSG00000277631 PGM5P3-AS1 gene_14054
ENSG00000198929 NOS1AP gene_14055
ENSG00000071189 SNX13 gene_14056
ENSG00000213865 C8orf44 gene_14057
ENSG00000120697 ALG5 gene_14058
ENSG00000236405 UBQLN1P1 gene_14059
ENSG00000240970 RPL23AP64 gene_14060
ENSG00000153922 CHD1 gene_14061
ENSG00000258275 OR7K1P gene_14062
ENSG00000163492 CCDC141 gene_14063
ENSG00000170417 TMEM182 gene_14064
ENSG00000183560 IZUMO1R gene_14065
ENSG00000233273 AMMECR1LP1 gene_14066
ENSG00000205129 C4orf47 gene_14067
ENSG00000265631 BNIP3P3 gene_14068
ENSG00000162620 LRRIQ3 gene_14069
ENSG00000232447 MTND5P3 gene_14070
ENSG00000226386 PARD3-AS1 gene_14071
ENSG00000183654 MARCH11 gene_14072
ENSG00000197261 C6orf141 gene_14073
ENSG00000214533 KRT18P33 gene_14074
ENSG00000214051 ARF4P3 gene_14075
ENSG00000141194 OR4D1 gene_14076
ENSG00000274697 MIR6761 gene_14077
ENSG00000252863 RNU6-1183P gene_14078
ENSG00000249256 ATP5LP3 gene_14079
ENSG00000166448 TMEM130 gene_14080
ENSG00000211752 TRBV27 gene_14081
ENSG00000207621 MIR224 gene_14082
ENSG00000254603 OR5M6P gene_14083
ENSG00000204547 DEFB122 gene_14084
ENSG00000174946 GPR171 gene_14085
ENSG00000235382 MTND4P31 gene_14086
ENSG00000221494 MIR548I4 gene_14087
ENSG00000180543 TSPYL5 gene_14088
ENSG00000277555 UPF3BP4 gene_14089
ENSG00000255282 WTAPP1 gene_14090
ENSG00000198825 INPP5F gene_14091
ENSG00000116954 RRAGC gene_14092
ENSG00000217643 PTGES3P2 gene_14093
ENSG00000135951 TSGA10 gene_14094
ENSG00000186230 ZNF749 gene_14095
ENSG00000254203 IGHVII-33-1 gene_14096
ENSG00000258722 CKAP2P1 gene_14097
ENSG00000266194 MIR4661 gene_14098
ENSG00000182083 OR6B2 gene_14099
ENSG00000178645 C10orf53 gene_14100
ENSG00000266146 MIR5190 gene_14101
ENSG00000162975 KCNF1 gene_14102
ENSG00000142864 SERBP1 gene_14103
ENSG00000188124 OR2AG2 gene_14104
ENSG00000164749 HNF4G gene_14105
ENSG00000207547 MIR25 gene_14106
ENSG00000119185 ITGB1BP1 gene_14107
ENSG00000227179 PGCP1 gene_14108
ENSG00000169372 CRADD gene_14109
ENSG00000225455 TPI1P4 gene_14110
ENSG00000163798 SLC4A1AP gene_14111
ENSG00000095574 IKZF5 gene_14112
ENSG00000145431 PDGFC gene_14113
ENSG00000199626 RNU6-989P gene_14114
ENSG00000174885 NLRP6 gene_14115
ENSG00000268182 SMIM17 gene_14116
ENSG00000248360 LINC00504 gene_14117
ENSG00000011007 TCEB3 gene_14118
ENSG00000148803 FUOM gene_14119
ENSG00000166333 ILK gene_14120
ENSG00000163001 CFAP36 gene_14121
ENSG00000132664 POLR3F gene_14122
ENSG00000125731 SH2D3A gene_14123
ENSG00000181029 TRAPPC5 gene_14124
ENSG00000213366 GSTM2 gene_14125
ENSG00000170827 CELP gene_14126
ENSG00000112701 SENP6 gene_14127
ENSG00000151005 TKTL2 gene_14128
ENSG00000183199 HSP90AB3P gene_14129
ENSG00000214128 TMEM213 gene_14130
ENSG00000225493 LINC01107 gene_14131
ENSG00000237138 HUNK-AS1 gene_14132
ENSG00000264538 SUZ12P1 gene_14133
ENSG00000273705 MIR6843 gene_14134
ENSG00000140478 GOLGA6D gene_14135
ENSG00000136141 LRCH1 gene_14136
ENSG00000172322 CLEC12A gene_14137
ENSG00000248838 PGAM1P13 gene_14138
ENSG00000144852 NR1I2 gene_14139
ENSG00000188282 RUFY4 gene_14140
ENSG00000242561 ATP5LP5 gene_14141
ENSG00000121644 DESI2 gene_14142
ENSG00000237154 MCFD2P1 gene_14143
ENSG00000066583 ISOC1 gene_14144
ENSG00000113555 PCDH12 gene_14145
ENSG00000180581 SRP9P1 gene_14146
ENSG00000124198 ARFGEF2 gene_14147
ENSG00000238558 RNU7-21P gene_14148
ENSG00000246740 PLA2G4E-AS1 gene_14149
ENSG00000199933 RNY1P16 gene_14150
ENSG00000178150 ZNF114 gene_14151
ENSG00000249069 LINC01033 gene_14152
ENSG00000204695 OR14J1 gene_14153
ENSG00000120498 TEX11 gene_14154
ENSG00000180914 OXTR gene_14155
ENSG00000176871 WSB2 gene_14156
ENSG00000223197 RNU6-1001P gene_14157
ENSG00000234473 ZNF101P2 gene_14158
ENSG00000166747 AP1G1 gene_14159
ENSG00000225558 UBE2D3P2 gene_14160
ENSG00000176919 C8G gene_14161
ENSG00000258791 LINC00520 gene_14162
ENSG00000251557 HNRNPKP3 gene_14163
ENSG00000225167 TXNP2 gene_14164
ENSG00000239625 RN7SL241P gene_14165
ENSG00000129235 TXNDC17 gene_14166
ENSG00000225964 NRIR gene_14167
ENSG00000109184 DCUN1D4 gene_14168
ENSG00000152223 EPG5 gene_14169
ENSG00000259449 NIFKP8 gene_14170
ENSG00000171101 SIGLEC17P gene_14171
ENSG00000181404 WASH1 gene_14172
ENSG00000264685 PRPF19P1 gene_14173
ENSG00000224866 USP9YP25 gene_14174
ENSG00000144227 NXPH2 gene_14175
ENSG00000252369 RNU7-51P gene_14176
ENSG00000266545 MIR5701-1 gene_14177
ENSG00000213839 TMX2P1 gene_14178
ENSG00000260224 UBL5P4 gene_14179
ENSG00000275793 RIMBP3 gene_14180
ENSG00000207275 RNU6-441P gene_14181
ENSG00000060491 OGFR gene_14182
ENSG00000148795 CYP17A1 gene_14183
ENSG00000226519 LINC00390 gene_14184
ENSG00000211460 TSN gene_14185
ENSG00000152315 KCNK13 gene_14186
ENSG00000139613 SMARCC2 gene_14187
ENSG00000225039 LINC01058 gene_14188
ENSG00000222477 RNU2-23P gene_14189
ENSG00000207651 MIR28 gene_14190
ENSG00000242170 RN7SL329P gene_14191
ENSG00000207180 RNU6-411P gene_14192
ENSG00000249140 PRDX2P3 gene_14193
ENSG00000166261 ZNF202 gene_14194
ENSG00000248610 HSPA8P4 gene_14195
ENSG00000116120 FARSB gene_14196
ENSG00000213630 BOLA3P3 gene_14197
ENSG00000201785 SNORD117 gene_14198
ENSG00000119203 CPSF3 gene_14199
ENSG00000169891 REPS2 gene_14200
ENSG00000201679 SNORD115-15 gene_14201
ENSG00000152413 HOMER1 gene_14202
ENSG00000280634 THRIL gene_14203
ENSG00000205791 LOH12CR2 gene_14204
ENSG00000169548 ZNF280A gene_14205
ENSG00000199017 MIR1-1 gene_14206
ENSG00000189089 RIMKLBP1 gene_14207
ENSG00000254798 TFAMP2 gene_14208
ENSG00000213050 TPM3P1 gene_14209
ENSG00000166595 FAM96B gene_14210
ENSG00000163558 PRKCI gene_14211
ENSG00000274389 MIR302B gene_14212
ENSG00000248216 KCTD9P5 gene_14213
ENSG00000197057 DTHD1 gene_14214
ENSG00000249057 MAST4-IT1 gene_14215
ENSG00000138615 CILP gene_14216
ENSG00000162437 RAVER2 gene_14217
ENSG00000200336 RNA5SP333 gene_14218
ENSG00000179902 C1orf194 gene_14219
ENSG00000147588 PMP2 gene_14220
ENSG00000102007 PLP2 gene_14221
ENSG00000153107 ANAPC1 gene_14222
ENSG00000275356 C7orf77 gene_14223
ENSG00000198888 MT-ND1 gene_14224
ENSG00000178719 GRINA gene_14225
ENSG00000252161 RNA5SP318 gene_14226
ENSG00000105879 CBLL1 gene_14227
ENSG00000263719 MIR4523 gene_14228
ENSG00000103248 MTHFSD gene_14229
ENSG00000147684 NDUFB9 gene_14230
ENSG00000197249 SERPINA1 gene_14231
ENSG00000243499 RPS6P21 gene_14232
ENSG00000151491 EPS8 gene_14233
ENSG00000202093 SNORD58C gene_14234
ENSG00000202187 RNA5SP355 gene_14235
ENSG00000103319 EEF2K gene_14236
ENSG00000136931 NR5A1 gene_14237
ENSG00000135334 AKIRIN2 gene_14238
ENSG00000237185 VN1R66P gene_14239
ENSG00000165023 DIRAS2 gene_14240
ENSG00000224437 PIGUP1 gene_14241
ENSG00000222924 RNU6-1148P gene_14242
ENSG00000136546 SCN7A gene_14243
ENSG00000252956 RNA5SP40 gene_14244
ENSG00000139973 SYT16 gene_14245
ENSG00000106236 NPTX2 gene_14246
ENSG00000264519 RN7SL596P gene_14247
ENSG00000166669 ATF7IP2 gene_14248
ENSG00000223245 RNU4-63P gene_14249
ENSG00000232077 LINC01031 gene_14250
ENSG00000260978 MKRN3-AS1 gene_14251
ENSG00000197061 HIST1H4C gene_14252
ENSG00000103528 SYT17 gene_14253
ENSG00000219607 PPP1R3G gene_14254
ENSG00000164853 UNCX gene_14255
ENSG00000198838 RYR3 gene_14256
ENSG00000160049 DFFA gene_14257
ENSG00000278619 MRM1 gene_14258
ENSG00000196323 ZBTB44 gene_14259
ENSG00000232083 RPL31P7 gene_14260
ENSG00000165424 ZCCHC24 gene_14261
ENSG00000152926 ZNF117 gene_14262
ENSG00000228221 LINC00578 gene_14263
ENSG00000166452 AKIP1 gene_14264
ENSG00000259987 DUX4L46 gene_14265
ENSG00000188801 ZNF322P1 gene_14266
ENSG00000229478 ROBO2P1 gene_14267
ENSG00000179967 PPP1R14BP3 gene_14268
ENSG00000162959 MEMO1 gene_14269
ENSG00000180773 SLC36A4 gene_14270
ENSG00000222312 RNA5SP178 gene_14271
ENSG00000243951 RN7SL308P gene_14272
ENSG00000235472 EIF4A1P7 gene_14273
ENSG00000170260 ZNF212 gene_14274
ENSG00000221251 MIR1263 gene_14275
ENSG00000254240 IGLVI-20 gene_14276
ENSG00000078900 TP73 gene_14277
ENSG00000131094 C1QL1 gene_14278
ENSG00000141425 RPRD1A gene_14279
ENSG00000158258 CLSTN2 gene_14280
ENSG00000257365 FNTB gene_14281
ENSG00000198804 MT-CO1 gene_14282
ENSG00000203710 CR1 gene_14283
ENSG00000266188 MIR5095 gene_14284
ENSG00000204220 PFDN6 gene_14285
ENSG00000143363 PRUNE gene_14286
ENSG00000120949 TNFRSF8 gene_14287
ENSG00000119280 C1orf198 gene_14288
ENSG00000243650 RN7SL834P gene_14289
ENSG00000205579 DYNLL1P1 gene_14290
ENSG00000203489 HMGB1P39 gene_14291
ENSG00000229343 CDY22P gene_14292
ENSG00000070915 SLC12A3 gene_14293
ENSG00000238812 RNU7-127P gene_14294
ENSG00000168259 DNAJC7 gene_14295
ENSG00000121764 HCRTR1 gene_14296
ENSG00000212324 RNU6-129P gene_14297
ENSG00000136897 MRPL50 gene_14298
ENSG00000252661 RNU6-782P gene_14299
ENSG00000259165 DDX18P1 gene_14300
ENSG00000164751 PEX2 gene_14301
ENSG00000234736 FAM170B-AS1 gene_14302
ENSG00000161800 RACGAP1 gene_14303
ENSG00000213917 RPL5P8 gene_14304
ENSG00000148734 NPFFR1 gene_14305
ENSG00000165685 TMEM52B gene_14306
ENSG00000226064 PGBD4P6 gene_14307
ENSG00000054796 SPO11 gene_14308
ENSG00000011198 ABHD5 gene_14309
ENSG00000197535 MYO5A gene_14310
ENSG00000234684 SDCBP2-AS1 gene_14311
ENSG00000224166 PRYP1 gene_14312
ENSG00000150527 CTAGE5 gene_14313
ENSG00000092445 TYRO3 gene_14314
ENSG00000124251 TP53TG5 gene_14315
ENSG00000215909 BRWD1P1 gene_14316
ENSG00000244119 PDCL3P4 gene_14317
ENSG00000211843 TRAJ46 gene_14318
ENSG00000177300 CLDN22 gene_14319
ENSG00000186132 C2orf76 gene_14320
ENSG00000121481 RNF2 gene_14321
ENSG00000243469 RPL7P51 gene_14322
ENSG00000238038 ATP6V0E1P3 gene_14323
ENSG00000163848 ZNF148 gene_14324
ENSG00000100448 CTSG gene_14325
ENSG00000150551 LYPD1 gene_14326
ENSG00000170802 FOXN2 gene_14327
ENSG00000271425 NBPF10 gene_14328
ENSG00000137809 ITGA11 gene_14329
ENSG00000167553 TUBA1C gene_14330
ENSG00000253169 IGHVII-65-1 gene_14331
ENSG00000255217 OR5J7P gene_14332
ENSG00000101160 CTSZ gene_14333
ENSG00000200213 RNU6-992P gene_14334
ENSG00000196166 C8orf86 gene_14335
ENSG00000227069 CNN2P2 gene_14336
ENSG00000275256 MRPS31P1 gene_14337
ENSG00000214215 C12orf74 gene_14338
ENSG00000151332 MBIP gene_14339
ENSG00000151131 C12orf45 gene_14340
ENSG00000162873 KLHDC8A gene_14341
ENSG00000265831 MIR3123 gene_14342
ENSG00000266420 RN7SL118P gene_14343
ENSG00000207803 MIR518A1 gene_14344
ENSG00000236195 RNMTL1P2 gene_14345
ENSG00000082512 TRAF5 gene_14346
ENSG00000230838 LINC01614 gene_14347
ENSG00000144120 TMEM177 gene_14348
ENSG00000109332 UBE2D3 gene_14349
ENSG00000168350 DEGS2 gene_14350
ENSG00000221305 MIR548I3 gene_14351
ENSG00000186470 BTN3A2 gene_14352
ENSG00000207728 MIR449B gene_14353
ENSG00000199551 RNU6-545P gene_14354
ENSG00000254329 IGHVII-60-1 gene_14355
ENSG00000152785 BMP3 gene_14356
ENSG00000150316 CWC15 gene_14357
ENSG00000219355 RPL31P52 gene_14358
ENSG00000141026 MED9 gene_14359
ENSG00000255417 MTCO2P15 gene_14360
ENSG00000047648 ARHGAP6 gene_14361
ENSG00000252898 RNU6-1096P gene_14362
ENSG00000126787 DLGAP5 gene_14363
ENSG00000107372 ZFAND5 gene_14364
ENSG00000252856 RNA5SP503 gene_14365
ENSG00000207738 MIR520C gene_14366
ENSG00000161939 RNASEK-C17orf49 gene_14367
ENSG00000051108 HERPUD1 gene_14368
ENSG00000260936 FTO-IT1 gene_14369
ENSG00000160211 G6PD gene_14370
ENSG00000132967 HMGB1P5 gene_14371
ENSG00000250858 IGBP1P5 gene_14372
ENSG00000079435 LIPE gene_14373
ENSG00000060642 PIGV gene_14374
ENSG00000151490 PTPRO gene_14375
ENSG00000112406 HECA gene_14376
ENSG00000198822 GRM3 gene_14377
ENSG00000249885 ARHGEF38-IT1 gene_14378
ENSG00000267046 E2F3P1 gene_14379
ENSG00000078814 MYH7B gene_14380
ENSG00000278599 TBC1D3E gene_14381
ENSG00000236409 NRADDP gene_14382
ENSG00000107593 PKD2L1 gene_14383
ENSG00000240723 RN7SL382P gene_14384
ENSG00000179388 EGR3 gene_14385
ENSG00000162692 VCAM1 gene_14386
ENSG00000239445 ST3GAL6-AS1 gene_14387
ENSG00000227051 C14orf132 gene_14388
ENSG00000172381 OR6Q1 gene_14389
ENSG00000212336 RNA5SP210 gene_14390
ENSG00000264041 RN7SL670P gene_14391
ENSG00000253482 IGHVII-26-2 gene_14392
ENSG00000242341 RN7SL646P gene_14393
ENSG00000171357 LURAP1 gene_14394
ENSG00000067221 STOML1 gene_14395
ENSG00000204540 PSORS1C1 gene_14396
ENSG00000170959 DCDC1 gene_14397
ENSG00000090520 DNAJB11 gene_14398
ENSG00000230251 PHBP4 gene_14399
ENSG00000212935 KRTAP10-3 gene_14400
ENSG00000252931 RNU6-231P gene_14401
ENSG00000232388 LINC00493 gene_14402
ENSG00000167916 KRT24 gene_14403
ENSG00000270231 NBPF8 gene_14404
ENSG00000153071 DAB2 gene_14405
ENSG00000197245 FAM110D gene_14406
ENSG00000230290 ARMC2-AS1 gene_14407
ENSG00000222431 RNU6-141P gene_14408
ENSG00000163515 RETNLB gene_14409
ENSG00000198673 FAM19A2 gene_14410
ENSG00000187621 TCL6 gene_14411
ENSG00000137868 STRA6 gene_14412
ENSG00000137033 IL33 gene_14413
ENSG00000257173 AK6P2 gene_14414
ENSG00000116750 UCHL5 gene_14415
ENSG00000149532 CPSF7 gene_14416
ENSG00000174912 METTL15P1 gene_14417
ENSG00000065154 OAT gene_14418
ENSG00000100918 REC8 gene_14419
ENSG00000145808 ADAMTS19 gene_14420
ENSG00000223290 RNA5SP107 gene_14421
ENSG00000232508 MRPL45P1 gene_14422
ENSG00000257858 MTND1P24 gene_14423
ENSG00000145911 N4BP3 gene_14424
ENSG00000005889 ZFX gene_14425
ENSG00000128713 HOXD11 gene_14426
ENSG00000232722 MROH4P gene_14427
ENSG00000137161 CNPY3 gene_14428
ENSG00000166262 FAM227B gene_14429
ENSG00000216518 EEF1GP6 gene_14430
ENSG00000274180 NATD1 gene_14431
ENSG00000201059 RNA5SP336 gene_14432
ENSG00000068796 KIF2A gene_14433
ENSG00000230691 MRPL35P4 gene_14434
ENSG00000120075 HOXB5 gene_14435
ENSG00000263595 RN7SL823P gene_14436
ENSG00000272391 POM121C gene_14437
ENSG00000223394 TRBV29OR9-2 gene_14438
ENSG00000203877 RIPPLY2 gene_14439
ENSG00000155070 UNC93B2 gene_14440
ENSG00000003137 CYP26B1 gene_14441
ENSG00000223569 USP17L15 gene_14442
ENSG00000125144 MT1G gene_14443
ENSG00000123569 H2BFWT gene_14444
ENSG00000083099 LYRM2 gene_14445
ENSG00000224403 DPPA2P3 gene_14446
ENSG00000235780 USP17L27 gene_14447
ENSG00000111783 RFX4 gene_14448
ENSG00000122547 EEPD1 gene_14449
ENSG00000039987 BEST2 gene_14450
ENSG00000127452 FBXL12 gene_14451
ENSG00000261649 GOLGA6L7P gene_14452
ENSG00000237206 IMPDH1P4 gene_14453
ENSG00000242860 RN7SL180P gene_14454
ENSG00000151023 ENKUR gene_14455
ENSG00000230507 RPL7AP8 gene_14456
ENSG00000196344 ADH7 gene_14457
ENSG00000123737 EXOSC9 gene_14458
ENSG00000278249 SCARNA2 gene_14459
ENSG00000211696 TRGV8 gene_14460
ENSG00000072071 ADGRL1 gene_14461
ENSG00000188659 SAXO2 gene_14462
ENSG00000197013 ZNF429 gene_14463
ENSG00000181656 GPR88 gene_14464
ENSG00000182463 TSHZ2 gene_14465
ENSG00000260818 UNGP1 gene_14466
ENSG00000160321 ZNF208 gene_14467
ENSG00000249799 SNRPCP13 gene_14468
ENSG00000264030 RN7SL66P gene_14469
ENSG00000181315 ZNF322 gene_14470
ENSG00000259142 LINC00644 gene_14471
ENSG00000186723 OR10H1 gene_14472
ENSG00000229251 HNRNPA1P8 gene_14473
ENSG00000170099 SERPINA6 gene_14474
ENSG00000226449 CDY5P gene_14475
ENSG00000136535 TBR1 gene_14476
ENSG00000189369 GSPT2 gene_14477
ENSG00000100321 SYNGR1 gene_14478
ENSG00000204237 OXLD1 gene_14479
ENSG00000185905 C16orf54 gene_14480
ENSG00000025800 KPNA6 gene_14481
ENSG00000163632 C3orf49 gene_14482
ENSG00000100079 LGALS2 gene_14483
ENSG00000230988 RPL23AP11 gene_14484
ENSG00000227009 FUNDC2P4 gene_14485
ENSG00000251943 RNU6-693P gene_14486
ENSG00000198133 TMEM229B gene_14487
ENSG00000253239 IGLVI-70 gene_14488
ENSG00000236893 ASS1P7 gene_14489
ENSG00000248364 OR7E86P gene_14490
ENSG00000230174 LINC01149 gene_14491
ENSG00000149308 NPAT gene_14492
ENSG00000232777 MRPL51P2 gene_14493
ENSG00000275924 MIR6807 gene_14494
ENSG00000172500 FIBP gene_14495
ENSG00000196357 ZNF565 gene_14496
ENSG00000211914 IGHD6-19 gene_14497
ENSG00000186676 EEF1GP1 gene_14498
ENSG00000263142 LRRC37A17P gene_14499
ENSG00000211958 IGHV3-38 gene_14500
ENSG00000139219 COL2A1 gene_14501
ENSG00000129474 AJUBA gene_14502
ENSG00000212359 RNU6-550P gene_14503
ENSG00000215595 C20orf202 gene_14504
ENSG00000274349 ZNF658 gene_14505
ENSG00000276580 MIR8055 gene_14506
ENSG00000270296 STX8P1 gene_14507
ENSG00000256628 ZBTB11-AS1 gene_14508
ENSG00000230530 LIMD1-AS1 gene_14509
ENSG00000181023 OR56B1 gene_14510
ENSG00000249071 EGFLAM-AS3 gene_14511
ENSG00000144815 NXPE3 gene_14512
ENSG00000251220 RFPL4AP3 gene_14513
ENSG00000244003 RN7SL143P gene_14514
ENSG00000230377 TCEB1P7 gene_14515
ENSG00000113719 ERGIC1 gene_14516
ENSG00000197056 ZMYM1 gene_14517
ENSG00000226137 BAIAP2-AS1 gene_14518
ENSG00000244318 RN7SL252P gene_14519
ENSG00000132329 RAMP1 gene_14520
ENSG00000139160 METTL20 gene_14521
ENSG00000271525 ARF4P1 gene_14522
ENSG00000113580 NR3C1 gene_14523
ENSG00000259315 ACTG1P17 gene_14524
ENSG00000213147 RPL23AP60 gene_14525
ENSG00000142538 PTH2 gene_14526
ENSG00000184860 SDR42E1 gene_14527
ENSG00000147883 CDKN2B gene_14528
ENSG00000116299 KIAA1324 gene_14529
ENSG00000225953 SATB2-AS1 gene_14530
ENSG00000204913 LRRC3C gene_14531
ENSG00000237882 PPIAP13 gene_14532
ENSG00000149679 CABLES2 gene_14533
ENSG00000144567 FAM134A gene_14534
ENSG00000117569 PTBP2 gene_14535
ENSG00000170426 SDR9C7 gene_14536
ENSG00000259435 OR4N3P gene_14537
ENSG00000254402 LRRC24 gene_14538
ENSG00000253587 IGHV3-30-2 gene_14539
ENSG00000010319 SEMA3G gene_14540
ENSG00000160570 DEDD2 gene_14541
ENSG00000207725 MIR222 gene_14542
ENSG00000222238 RNU2-43P gene_14543
ENSG00000058404 CAMK2B gene_14544
ENSG00000224227 OR2L1P gene_14545
ENSG00000281831 HCP5B gene_14546
ENSG00000265698 LARP7P3 gene_14547
ENSG00000175040 CHST2 gene_14548
ENSG00000248690 HAS2-AS1 gene_14549
ENSG00000134453 RBM17 gene_14550
ENSG00000112394 SLC16A10 gene_14551
ENSG00000171867 PRNP gene_14552
ENSG00000265672 MIR4722 gene_14553
ENSG00000198932 GPRASP1 gene_14554
ENSG00000234644 OTX2P1 gene_14555
ENSG00000229776 C4B-AS1 gene_14556
ENSG00000237622 TCEB1P18 gene_14557
ENSG00000205186 FABP9 gene_14558
ENSG00000228253 MT-ATP8 gene_14559
ENSG00000131473 ACLY gene_14560
ENSG00000223549 MTND5P28 gene_14561
ENSG00000100266 PACSIN2 gene_14562
ENSG00000212345 RNU6-700P gene_14563
ENSG00000188629 ZNF177 gene_14564
ENSG00000266320 MIR3909 gene_14565
ENSG00000259167 NMNAT1P1 gene_14566
ENSG00000266104 MIR4326 gene_14567
ENSG00000186866 POFUT2 gene_14568
ENSG00000226631 SLC9A3P3 gene_14569
ENSG00000257956 NOP56P3 gene_14570
ENSG00000196365 LONP1 gene_14571
ENSG00000152910 CNTNAP4 gene_14572
ENSG00000229132 EIF4A1P10 gene_14573
ENSG00000266503 RN7SL162P gene_14574
ENSG00000168061 SAC3D1 gene_14575
ENSG00000146350 TBC1D32 gene_14576
ENSG00000266139 MIR4435-2 gene_14577
ENSG00000173947 PIFO gene_14578
ENSG00000164951 PDP1 gene_14579
ENSG00000013288 MAN2B2 gene_14580
ENSG00000256681 CCDC58P5 gene_14581
ENSG00000204571 KRTAP5-11 gene_14582
ENSG00000119953 SMNDC1 gene_14583
ENSG00000252072 RNA5SP320 gene_14584
ENSG00000106479 ZNF862 gene_14585
ENSG00000270945 HSPE1P7 gene_14586
ENSG00000204687 MAS1L gene_14587
ENSG00000214114 MYCBP gene_14588
ENSG00000212160 RNU6-205P gene_14589
ENSG00000239830 RPS4XP22 gene_14590
ENSG00000125149 C16orf70 gene_14591
ENSG00000275127 SNORD116-22 gene_14592
ENSG00000108506 INTS2 gene_14593
ENSG00000152749 GPR180 gene_14594
ENSG00000187999 HNRNPA1P61 gene_14595
ENSG00000216141 MIR941-2 gene_14596
ENSG00000175538 KCNE3 gene_14597
ENSG00000198715 GLMP gene_14598
ENSG00000183454 GRIN2A gene_14599
ENSG00000199477 SNORA31 gene_14600
ENSG00000263885 MIR3920 gene_14601
ENSG00000225630 MTND2P28 gene_14602
ENSG00000147130 ZMYM3 gene_14603
ENSG00000232022 FAAHP1 gene_14604
ENSG00000229280 EEF1DP6 gene_14605
ENSG00000166800 LDHAL6A gene_14606
ENSG00000121104 FAM117A gene_14607
ENSG00000174749 C4orf32 gene_14608
ENSG00000163882 POLR2H gene_14609
ENSG00000153179 RASSF3 gene_14610
ENSG00000254560 BBOX1-AS1 gene_14611
ENSG00000256087 ZNF432 gene_14612
ENSG00000223037 RNU6-284P gene_14613
ENSG00000174886 NDUFA11 gene_14614
ENSG00000165140 FBP1 gene_14615
ENSG00000072858 SIDT1 gene_14616
ENSG00000229416 USP9YP8 gene_14617
ENSG00000132434 LANCL2 gene_14618
ENSG00000161040 FBXL13 gene_14619
ENSG00000229978 PRAMEF36P gene_14620
ENSG00000199260 RNU6-874P gene_14621
ENSG00000258955 LINC00519 gene_14622
ENSG00000166741 NNMT gene_14623
ENSG00000109758 HGFAC gene_14624
ENSG00000101460 MAP1LC3A gene_14625
ENSG00000138613 APH1B gene_14626
ENSG00000249482 USP17L14P gene_14627
ENSG00000226406 RBMX2P1 gene_14628
ENSG00000206588 RNU1-28P gene_14629
ENSG00000207945 MIR658 gene_14630
ENSG00000227465 GPN3P1 gene_14631
ENSG00000212333 RNA5SP213 gene_14632
ENSG00000258112 CCNG2P1 gene_14633
ENSG00000021776 AQR gene_14634
ENSG00000012211 PRICKLE3 gene_14635
ENSG00000166963 MAP1A gene_14636
ENSG00000258861 MIR381HG gene_14637
ENSG00000252368 RNA5SP43 gene_14638
ENSG00000253618 GRPEL2-AS1 gene_14639
ENSG00000259728 LINC00933 gene_14640
ENSG00000096746 HNRNPH3 gene_14641
ENSG00000169340 PDILT gene_14642
ENSG00000266327 MIR4503 gene_14643
ENSG00000239580 RN7SL675P gene_14644
ENSG00000281195 ZNF638-IT1 gene_14645
ENSG00000146856 AGBL3 gene_14646
ENSG00000212382 RNU6-159P gene_14647
ENSG00000258834 DUX4L4 gene_14648
ENSG00000257859 CASC18 gene_14649
ENSG00000248871 TNFSF12-TNFSF13 gene_14650
ENSG00000203408 OR6C71P gene_14651
ENSG00000139574 NPFF gene_14652
ENSG00000107362 ABHD17B gene_14653
ENSG00000159455 LCE2B gene_14654
ENSG00000133247 SUV420H2 gene_14655
ENSG00000139180 NDUFA9 gene_14656
ENSG00000229241 PNPT1P1 gene_14657
ENSG00000138777 PPA2 gene_14658
ENSG00000227401 RPL37P1 gene_14659
ENSG00000130363 RSPH3 gene_14660
ENSG00000164729 SLC35G3 gene_14661
